"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","plural_name","plural_name_short","singular_name","singular_name_short","squad_select","squad_min_play","squad_max_play","ui_shirt_specific","element_count","draw","loss","name","played","points","position","short_name","strength","team_division","unavailable","win","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away","pulse_id","vapm","games"
"366",NA,NA,40146,0,0,0,0,0,2,"2.1",NA,0,"Ryan","0.0",362,FALSE,"",NA,50,"40146.jpg",2.3,"Bertrand","1.0",FALSE,NA,"a",16,20,75,0,0,0,0,"0.0","15.0","Bertrand",2742,1,1,7,52,0,0,0,3,1,0,0,432,"436.8","538.5","234.0","121.1",142,52,43,7,148,28,98,21,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.006,33
"367",NA,NA,58376,0,0,0,0,0,1,"1.7",NA,0,"Alex","0.0",363,FALSE,"",NA,45,"58376.jpg",3.7,"McCarthy","16.5",FALSE,NA,"a",16,20,104,0,0,0,0,"0.0","23.1","McCarthy",2520,0,0,7,35,0,1,0,0,0,79,8,491,"652.0","10.0","0.0","66.0",58,12,331,6,367,20,211,12,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0377777777777778,28
"368",NA,NA,78056,0,0,0,0,0,3,"1.0",NA,0,"Oriol","0.0",364,FALSE,"",NA,45,"78056.jpg",1.7,"Romeu Vidal","4.3",FALSE,NA,"a",16,20,51,0,0,0,0,"0.0","11.3","Oriol Romeu",1855,0,0,5,38,0,0,0,5,0,0,1,301,"333.2","272.9","69.0","67.6",189,79,133,88,265,131,208,102,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,30
"369",NA,NA,83283,0,0,0,0,0,3,"2.2",NA,0,"Nathan","0.0",365,FALSE,"",NA,65,"83283.jpg",3.3,"Redmond","0.8",FALSE,NA,"a",16,20,107,0,0,0,0,"0.0","16.5","Redmond",2763,4,4,7,51,0,0,0,2,0,0,8,412,"517.2","539.1","752.0","181.2",113,39,42,34,37,18,42,23,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.02,32
"370",NA,NA,84939,0,0,0,0,0,4,"3.0",NA,0,"Danny","0.0",366,FALSE,"",NA,85,"84939.jpg",5.2,"Ings","24.0",FALSE,NA,"a",16,20,198,0,0,0,0,"0.0","23.3","Ings",2800,22,2,6,44,0,0,1,3,0,0,40,736,"1010.0","458.3","1558.0","302.4",7,2,62,4,6,4,7,3,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0376470588235294,38
"371",NA,NA,88900,0,0,0,0,0,2,"2.1",NA,0,"Jack","0.0",367,FALSE,"",NA,50,"88900.jpg",3,"Stephens","0.6",FALSE,NA,"a",16,20,85,0,0,0,0,"0.0","17.0","Stephens",2451,1,3,7,39,0,0,0,4,1,0,8,432,"566.2","101.5","97.0","76.6",83,32,226,64,239,73,179,50,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.02,28
"372",NA,NA,91047,0,0,0,0,0,3,"1.8",NA,0,"Stuart","0.0",368,FALSE,"",NA,55,"91047.jpg",3.3,"Armstrong","3.0",FALSE,NA,"a",16,20,98,0,0,0,0,"0.0","17.8","Armstrong",1706,5,4,7,25,0,0,0,4,0,0,10,301,"418.2","274.9","431.0","112.4",155,62,131,87,74,39,109,64,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0236363636363636,30
"373",NA,NA,93100,0,0,0,0,0,2,"1.6",NA,0,"Jannik","0.0",369,FALSE,"",NA,45,"93100.jpg",2.7,"Vestergaard","0.6",FALSE,NA,"a",16,20,51,0,0,0,0,"0.0","11.3","Vestergaard",1496,1,0,4,26,0,0,0,3,0,0,6,286,"363.8","81.3","183.0","62.8",174,63,241,75,181,39,219,69,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0155555555555556,19
"374",NA,NA,101178,0,0,0,0,0,3,"2.1",NA,0,"James","0.0",370,FALSE,"",NA,60,"101178.jpg",3.1,"Ward-Prowse","3.1",FALSE,NA,"a",16,20,117,0,0,0,0,"0.0","19.5","Ward-Prowse",3420,5,4,9,60,0,0,2,9,0,0,8,587,"864.6","989.9","548.0","240.7",18,7,8,6,56,29,21,13,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0183333333333333,38
"375",NA,NA,107265,0,0,0,0,0,1,"1.7",NA,0,"Angus","0.0",371,FALSE,"",NA,45,"107265.jpg",2.9,"Gunn","0.4",FALSE,NA,"a",16,20,29,0,0,0,0,"0.0","6.4","Gunn",900,0,0,2,25,0,0,0,0,0,30,3,166,"219.4","0.0","0.0","22.1",255,22,400,32,386,28,312,22,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.02,10
"376",NA,NA,128198,0,0,0,0,0,3,"1.8",NA,0,"Sofiane","0.0",372,FALSE,"",NA,55,"128198.jpg",1.7,"Boufal","0.1",FALSE,NA,"a",16,20,34,0,0,0,0,"0.0","6.2","Boufal",753,0,3,1,17,0,0,0,2,0,0,0,99,"149.4","203.7","267.0","62.0",290,124,166,108,129,74,225,108,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,20
"377",NA,NA,153366,0,0,0,0,0,3,"1.0",NA,0,"Harrison","0.0",373,FALSE,"",NA,45,"153366.jpg",0,"Reed","0.3",FALSE,NA,"a",16,20,0,0,0,0,0,"0.0","0.0","Reed",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",415,163,406,163,392,157,415,163,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,0
"378",NA,NA,153379,0,0,0,0,0,3,"1.0",NA,0,"Josh","0.0",374,FALSE,"",NA,45,"153379.jpg",0,"Sims","0.2",FALSE,NA,"a",16,20,0,0,0,0,0,"0.0","0.0","Sims",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",416,164,407,164,393,158,416,164,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,0
"379",NA,NA,158534,0,0,0,0,0,2,"1.6",NA,0,"Kyle","0.0",375,FALSE,"",NA,45,"158534.jpg",2.5,"Walker-Peters","8.0",FALSE,NA,"a",16,20,32,0,0,0,0,"0.0","7.1","Walker-Peters",944,0,1,2,12,0,0,0,1,0,0,2,194,"168.2","108.6","48.0","32.2",279,104,219,60,283,100,291,102,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0111111111111111,13
"380",NA,NA,171771,0,0,0,0,0,2,"1.6",NA,0,"Jan","0.0",376,FALSE,"",NA,45,"171771.jpg",2.5,"Bednarek","3.6",FALSE,NA,"a",16,20,84,0,0,0,0,"0.0","18.7","Bednarek",3057,1,1,7,57,1,0,0,4,0,0,5,539,"729.8","45.5","95.0","87.5",44,16,282,96,241,75,161,43,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0111111111111111,34
"381",NA,NA,200439,0,0,0,0,0,4,"1.8",NA,0,"Che","0.0",377,FALSE,"",NA,60,"200439.jpg",2.6,"Adams","2.4",FALSE,NA,"a",16,20,78,0,0,0,0,"0.0","13.0","Adams",1095,4,4,4,17,0,0,0,0,0,0,8,242,"226.2","184.9","524.0","92.3",250,28,176,25,62,29,149,28,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.01,30
"382",NA,NA,213482,0,0,0,0,0,2,"2.1",NA,0,"Yan","0.0",378,FALSE,"",NA,50,"213482.jpg",1.6,"Valery","0.1",FALSE,NA,"a",16,20,18,0,0,0,0,"0.0","3.6","Valery",778,0,1,1,20,0,0,0,1,0,0,0,93,"112.0","44.2","77.0","23.3",304,115,284,98,259,87,309,109,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,11
"383",NA,NA,214466,0,0,0,0,0,3,"1.0",NA,0,"William","0.0",379,FALSE,"",NA,45,"214466.jpg",2.7,"Smallbone","0.5",FALSE,NA,"a",16,20,24,0,0,0,0,"0.0","5.3","Smallbone",389,0,2,3,4,0,0,0,0,0,0,1,84,"70.2","53.2","43.0","16.5",325,137,278,141,288,139,325,141,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.0155555555555556,9
"384",NA,NA,214470,0,0,0,0,0,2,"1.0",NA,0,"Jake","0.0",380,FALSE,"",NA,40,"214470.jpg",2,"Vokins","1.2",FALSE,NA,"a",16,20,2,0,0,0,0,"0.0","0.5","Vokins",90,0,0,0,1,0,0,0,0,0,0,0,10,"8.4","16.7","3.0","2.8",365,135,320,120,329,125,361,132,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,1
"385",NA,NA,220598,0,0,0,0,0,4,"1.3",NA,0,"Michael","0.0",381,FALSE,"",NA,50,"220598.jpg",2.1,"Obafemi","2.8",FALSE,NA,"a",16,20,45,0,0,0,0,"0.0","9.0","Obafemi",655,3,2,3,12,0,0,0,1,0,0,2,165,"170.8","130.7","235.0","53.4",278,33,209,33,146,37,243,35,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.002,21
"386",NA,NA,431131,0,0,0,0,0,3,"1.8",NA,0,"Moussa","0.0",382,FALSE,"",NA,55,"431131.jpg",2.2,"Djenepo","0.1",FALSE,NA,"a",16,20,40,0,0,0,0,"0.0","7.3","Djenepo",920,2,2,2,14,0,0,0,4,1,0,3,151,"224.4","153.4","252.0","62.9",252,108,195,120,137,81,218,105,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0.00363636363636364,18
"387",NA,NA,450527,0,0,0,0,0,2,"1.6",NA,0,"Mohammed","0.0",479,FALSE,"",NA,45,"450527.jpg",0,"Salisu","0.4",FALSE,NA,"a",16,20,0,0,0,0,0,"0.0","0.0","Salisu",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",436,168,427,168,420,166,436,168,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Southampton",0,0,0,"SOU",3,NA,FALSE,0,1150,1060,1140,1060,1190,1090,20,0,0
"388",NA,NA,37915,0,0,0,0,0,1,"3.7",NA,0,"Hugo","0.0",383,FALSE,"",NA,55,"37915.jpg",4.7,"Lloris","4.7",FALSE,NA,"a",17,6,98,0,0,0,0,"0.0","17.8","Lloris",1808,0,0,6,21,0,1,0,0,0,80,13,422,"564.6","0.0","0.0","56.5",84,14,460,47,458,45,236,14,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0490909090909091,21
"389",NA,NA,38290,0,0,0,0,0,2,"2.6",NA,0,"Danny","0.0",384,FALSE,"",NA,50,"38290.jpg",2,"Rose","0.4",FALSE,NA,"a",17,6,47,0,0,0,0,"0.0","9.4","Rose",1753,0,0,5,28,0,0,0,7,0,0,0,290,"288.4","230.8","44.0","56.5",210,80,155,33,286,101,235,75,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,24
"390",NA,NA,45268,0,0,0,0,0,3,"1.9",NA,0,"Moussa","0.0",385,FALSE,"",NA,50,"45268.jpg",2.4,"Sissoko","0.5",FALSE,NA,"a",17,6,69,0,0,0,0,"0.0","13.8","Sissoko",2451,2,1,7,31,0,0,0,8,0,0,0,386,"346.0","275.7","189.0","81.0",183,77,130,86,175,96,173,91,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.008,29
"391",NA,NA,55605,0,0,0,0,0,2,"3.0",NA,0,"Toby","0.0",386,FALSE,"",NA,55,"55605.jpg",2.9,"Alderweireld","1.9",FALSE,NA,"a",17,6,97,0,0,0,0,"0.0","17.6","Alderweireld",2957,2,2,7,39,1,0,0,7,0,0,6,576,"773.6","196.0","182.0","115.2",31,7,168,37,182,40,104,23,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0163636363636364,33
"392",NA,NA,62974,0,0,0,0,0,3,"2.6",NA,0,"Erik","0.0",387,FALSE,"",NA,60,"62974.jpg",2.6,"Lamela","0.2",FALSE,NA,"a",17,6,65,0,0,0,0,"0.0","10.8","Lamela",1203,2,5,5,12,0,0,0,3,0,0,2,220,"226.2","284.2","337.0","84.5",249,106,127,84,102,55,164,86,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.01,25
"393",NA,NA,78830,0,0,0,0,0,4,"4.5",NA,0,"Harry","0.0",388,FALSE,"",NA,105,"78830.jpg",5.4,"Kane","15.5",FALSE,NA,"a",17,6,158,0,0,0,0,"0.0","15.0","Kane",2588,18,2,6,36,0,0,0,4,0,0,26,587,"843.8","391.0","1071.0","230.6",22,5,90,10,22,13,24,9,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0323809523809524,29
"394",NA,NA,80226,0,0,0,0,0,2,"3.0",NA,0,"Serge","0.0",389,FALSE,"",NA,55,"80226.jpg",3.8,"Aurier","7.9",FALSE,NA,"a",17,6,124,0,0,0,0,"0.0","22.5","Aurier",2699,1,7,9,33,1,0,0,2,1,0,15,623,"655.2","508.1","252.0","141.6",57,23,47,9,136,22,69,11,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0327272727272727,33
"395",NA,NA,85971,0,0,0,0,0,3,"3.5",NA,0,"Heung-Min","0.0",390,FALSE,"",NA,90,"85971.jpg",5.6,"Son","22.3",FALSE,NA,"a",17,6,169,0,0,0,0,"0.0","18.8","Son",2478,11,13,7,32,0,0,1,0,2,0,18,544,"800.6","606.1","1144.0","254.6",30,11,29,23,17,6,18,11,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.04,30
"396",NA,NA,93264,0,0,0,0,0,2,"2.6",NA,0,"Eric","0.0",391,FALSE,"",NA,50,"93264.jpg",1.9,"Dier","1.0",FALSE,NA,"a",17,6,36,0,0,0,0,"0.0","7.2","Dier",1340,0,2,3,23,0,0,0,5,0,0,0,172,"297.2","100.2","56.0","45.6",205,78,228,66,276,96,265,89,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,19
"397",NA,NA,95715,0,0,0,0,0,3,"2.9",NA,0,"Lucas","0.0",392,FALSE,"",NA,70,"95715.jpg",2.9,"Rodrigues Moura da Silva","3.0",FALSE,NA,"a",17,6,100,0,0,0,0,"0.0","14.3","Lucas Moura",2235,4,5,6,29,0,0,0,3,0,0,3,330,"494.6","477.1","751.0","172.1",122,44,57,44,38,19,47,26,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0128571428571429,34
"398",NA,NA,102884,0,0,0,0,0,1,"2.2",NA,0,"Paulo","0.0",393,FALSE,"",NA,45,"102884.jpg",3.2,"Gazzaniga","0.4",FALSE,NA,"a",17,6,58,0,0,0,0,"0.0","12.9","Gazzaniga",1612,0,0,2,26,0,1,0,1,0,59,6,300,"449.8","10.0","0.0","46.1",136,19,332,7,384,27,264,19,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0266666666666667,18
"399",NA,NA,108823,0,0,0,0,0,3,"3.2",NA,0,"Bamidele","0.0",394,FALSE,"",NA,80,"108823.jpg",4.7,"Alli","1.3",FALSE,NA,"a",17,6,117,0,0,0,0,"0.0","14.6","Alli",1845,8,6,4,25,0,0,0,2,0,0,12,349,"531.2","328.6","627.0","148.9",106,34,108,71,48,25,62,37,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.03375,25
"400",NA,NA,115556,0,0,0,0,0,2,"2.6",NA,0,"Ben","0.0",395,FALSE,"",NA,50,"115556.jpg",2.3,"Davies","1.3",FALSE,NA,"a",17,6,41,0,0,0,0,"0.0","8.2","Davies",1430,0,0,4,19,0,0,0,6,0,0,2,223,"279.8","172.4","94.0","54.4",217,82,182,43,242,76,241,77,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.006,18
"401",NA,NA,132015,0,0,0,0,0,3,"1.9",NA,0,"Pierre-Emile","0.0",396,FALSE,"",NA,50,"132015.jpg",2.3,"Højbjerg","1.5",FALSE,NA,"a",17,6,75,0,0,0,0,"0.0","15.0","Højbjerg",2750,0,3,7,51,0,0,0,5,0,0,1,412,"493.0","469.0","368.0","133.1",123,45,58,45,91,49,79,46,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.006,33
"402",NA,NA,157668,0,0,0,0,0,3,"2.3",NA,0,"Harry","0.0",397,FALSE,"",NA,55,"157668.jpg",1.7,"Winks","0.2",FALSE,NA,"a",17,6,52,0,0,0,0,"0.0","9.5","Winks",2223,0,0,6,31,0,0,0,9,0,0,0,369,"361.8","323.4","74.0","76.1",175,74,110,72,261,128,180,94,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,31
"403",NA,NA,173904,0,0,0,0,0,2,"3.0",NA,0,"Davinson","0.0",398,FALSE,"",NA,55,"173904.jpg",2.2,"Sánchez","0.9",FALSE,NA,"a",17,6,64,0,0,0,0,"0.0","11.6","Sánchez",2431,0,2,4,37,0,0,0,6,0,0,4,443,"550.0","31.0","82.0","66.5",95,37,299,108,250,79,209,64,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.00363636363636364,29
"404",NA,NA,184349,0,0,0,0,0,2,"2.6",NA,0,"Ryan","0.0",399,FALSE,"",NA,50,"184349.jpg",1.5,"Sessegnon","0.4",FALSE,NA,"a",17,6,9,0,0,0,0,"0.0","1.8","Sessegnon",341,0,0,0,5,0,0,0,0,0,0,0,41,"45.4","39.9","34.0","11.9",340,124,291,103,293,106,336,122,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,6
"405",NA,NA,194252,0,0,0,0,0,3,"3.1",NA,0,"Steven","0.0",400,FALSE,"",NA,75,"194252.jpg",3.1,"Bergwijn","1.0",FALSE,NA,"a",17,6,43,0,0,0,0,"0.0","5.7","Bergwijn",699,3,1,2,9,0,0,0,2,0,0,5,141,"174.2","187.3","147.0","50.8",277,120,172,111,202,106,254,119,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.0146666666666667,14
"406",NA,NA,195774,0,0,0,0,0,3,"1.9",NA,0,"Gedson","0.0",401,FALSE,"",NA,50,"195774.jpg",1,"Carvalho Fernandes","0.1",FALSE,NA,"a",17,6,7,0,0,0,0,"0.0","1.4","Fernandes",62,0,0,0,1,0,0,0,0,0,0,0,20,"17.2","34.3","20.0","7.2",358,149,296,146,307,147,347,148,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,7
"407",NA,NA,199584,0,0,0,0,0,2,"2.6",NA,0,"Japhet","0.0",402,FALSE,"",NA,50,"199584.jpg",2.8,"Tanganga","0.2",FALSE,NA,"a",17,6,17,0,0,0,0,"0.0","3.4","Tanganga",525,0,0,2,7,0,0,0,1,0,0,0,100,"134.4","17.2","20.0","17.1",294,111,319,119,308,113,323,117,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.016,6
"408",NA,NA,200826,0,0,0,0,0,3,"2.9",NA,0,"Giovani","0.0",403,FALSE,"",NA,70,"200826.jpg",1.9,"Lo Celso","2.4",FALSE,NA,"a",17,6,54,0,0,0,0,"0.0","7.7","Lo Celso",1482,0,3,6,18,0,0,0,6,0,0,3,250,"303.2","459.4","176.0","93.9",201,84,60,47,186,100,147,79,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,28
"409",0,NA,209042,0,0,0,0,0,3,"0.0",NA,0,"Oliver","0.0",404,FALSE,"Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul","2020-08-18T09:30:16.995257Z",45,"209042.jpg",1,"Skipp","0.2",FALSE,NA,"n",17,6,7,0,0,0,0,"0.0","1.6","Skipp",74,0,0,0,1,0,0,0,0,0,0,0,23,"15.2","1.6","0.0","1.8",359,150,349,159,406,162,367,153,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,7
"410",NA,NA,231372,0,0,0,0,0,3,"2.6",NA,0,"Tanguy","0.0",405,FALSE,"",NA,60,"231372.jpg",2.1,"Ndombele","0.3",FALSE,NA,"a",17,6,45,0,0,0,0,"0.0","7.5","Ndombele",1002,2,2,1,17,0,0,0,3,0,0,2,220,"274.2","194.8","122.0","59.2",219,92,170,110,217,113,231,113,"Midfielders","MID","Midfielder","MID",5,2,5,FALSE,200,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0.00166666666666667,21
"411",NA,NA,234908,0,0,0,0,0,2,"2.1",NA,0,"Juan","0.0",406,FALSE,"",NA,45,"234908.jpg",0.8,"Foyth","0.3",FALSE,NA,"a",17,6,3,0,0,0,0,"0.0","0.7","Foyth",66,0,0,0,3,0,0,0,1,0,0,0,9,"18.6","12.5","0.0","3.1",355,131,328,124,415,165,358,130,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,4
"412",100,NA,15749,0,0,0,0,0,1,"2.2",NA,0,"Joe","0.0",482,FALSE,"","2020-08-20T13:00:12.071870Z",45,"15749.jpg",0,"Hart","0.4",FALSE,NA,"a",17,6,0,0,0,0,0,"0.0","0.0","Hart",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",392,36,374,18,355,11,392,36,"Goalkeepers","GKP","Goalkeeper","GKP",2,1,1,TRUE,49,0,0,"Spurs",0,0,0,"TOT",4,NA,FALSE,0,1200,1260,1100,1240,1200,1260,21,0,0
"413",NA,NA,42427,0,0,0,0,0,2,"0.6",NA,0,"Kieran","0.0",407,FALSE,"",NA,45,"42427.jpg",0,"Gibbs","1.0",FALSE,NA,"a",18,35,0,0,0,0,0,"0.0","0.0","Gibbs",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",395,146,381,146,363,141,395,146,"Defenders","DEF","Defender","DEF",5,3,5,FALSE,173,0,0,"West Brom",0,0,0,"WBA",2,NA,FALSE,0,1020,1030,1030,1030,1020,1150,36,0,0
"414",NA,NA,49440,0,0,0,0,0,4,"0.5",NA,0,"Hal","0.0",408,FALSE,"",NA,55,"49440.jpg",0,"Robson-Kanu","0.7",FALSE,NA,"a",18,35,0,0,0,0,0,"0.0","0.0","Robson-Kanu",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",463,55,462,55,460,55,463,55,"Forwards","FWD","Forward","FWD",3,1,3,FALSE,61,0,0,"West Brom",0,0,0,"WBA",2,NA,FALSE,0,1020,1030,1030,1030,1020,1150,36,0,0
